reviewers,messages,len_messages,churn,revisions,files,duration,len_description,inline_comments,,,,,,,,,,,,,,,,,
2,6,202,173,2,2,8.614722,158,0,,,,,,,,,,,,,,,,,
6,15,676,85,4,2,31.77833,345,2,,,,,,,,,,,,,,,,,
3,21,667,363,12,11,209.7086,217,38,,,,,,,,,,,,,,,,,
2,3,84,26,1,5,20.82417,300,0,,,,,,,,,,,,,,,,,
4,6,197,63,2,3,306.7339,266,0,,,,,,,,,,,,,,,,,
3,6,699,6,1,1,11.57528,270,0,,,,,,,,,,,,,,,,,
27,104,7260,215,9,1,5903.946,210,286,,,,,,,,,,,,,,,,,
3,4,110,6,1,1,264.2567,178,0,,,,,,,,,,,,,,,,,
1,9,205,38,8,4,96.89639,223,0,,,,,,,,,,,,,,,,,
3,10,271,265,8,6,161.565,85,0,,,,,,,,,,,,,,,,,
45,134,45336,22,4,1,745.5172,332,8,,,,,,,,,,,,,,,,,
5,8,297,74,2,1,99.81833,175,0,,,,,,,,,,,,,,,,,
10,20,4425,923,3,7,92.96167,106,5,,,,,,,,,,,,,,,,,
2,3,84,4,1,1,798.3639,376,0,,,,,,,,,,,,,,,,,
2,3,122,24,1,1,856.4444,135,0,,,,,,,,,,,,,,,,,
6,49,6776,201,9,9,847.0161,313,12,,,,,,,,,,,,,,,,,
1,4,116,15,2,1,26.26333,181,0,,,,,,,,,,,,,,,,,
1,2,58,551,1,7,2.196667,127,0,,,,,,,,,,,,,,,,,
18,197,31667,72,18,3,1027.02,509,43,,,,,,,,,,,,,,,,,
1,3,70,11,1,1,2.165556,163,0,,,,,,,,,,,,,,,,,
1,2,58,29,1,1,2.205278,189,0,,,,,,,,,,,,,,,,,
7,18,1597,32,6,1,5255.19,121,0,,,,,,,,,,,,,,,,,
24,194,27372,88,16,4,911.4431,177,62,,,,,,,,,,,,,,,,,
13,51,6450,78,6,3,309.3872,286,10,,,,,,,,,,,,,,,,,
15,40,5840,4,6,1,272.3269,314,6,,,,,,,,,,,,,,,,,
18,10,241,33,3,3,23.88667,168,1,,,,,,,,,,,,,,,,,
2,4,124,612,1,9,1.448611,94,7,,,,,,,,,,,,,,,,,
10,23,569,642,9,10,455.7619,276,7,,,,,,,,,,,,,,,,,
3,4,321,20,1,1,21.28194,206,0,,,,,,,,,,,,,,,,,
2,3,84,41,1,1,2.267222,185,0,,,,,,,,,,,,,,,,,
2,3,84,39,1,1,64.40861,197,0,,,,,,,,,,,,,,,,,
3,7,214,45,4,1,67.47889,205,2,,,,,,,,,,,,,,,,,
11,20,811,239,2,5,266.1203,328,0,,,,,,,,,,,,,,,,,
5,22,587,66,6,1,599.1497,639,15,,,,,,,,,,,,,,,,,
8,16,3468,100,3,1,185.3458,215,8,,,,,,,,,,,,,,,,,
9,15,454,7,2,1,223.7356,101,1,,,,,,,,,,,,,,,,,
2,15,492,1136,12,14,157.555,365,3,,,,,,,,,,,,,,,,,
5,14,2398,14,3,1,26.66639,299,0,,,,,,,,,,,,,,,,,
3,17,1234,746,3,21,502.2478,671,6,,,,,,,,,,,,,,,,,
7,15,482,22,6,2,190.5542,458,1,,,,,,,,,,,,,,,,,
3,13,405,128,5,8,716.3178,280,8,,,,,,,,,,,,,,,,,
2,3,103,127,1,2,26.95639,194,0,,,,,,,,,,,,,,,,,
5,29,852,1949,16,4,1245.678,370,14,,,,,,,,,,,,,,,,,
3,9,1650,2,2,1,11.62361,108,0,,,,,,,,,,,,,,,,,
15,145,30859,585,41,8,10769.97,1080,127,,,,,,,,,,,,,,,,,
9,7,4901,88,2,4,155.9239,633,0,,,,,,,,,,,,,,,,,
4,16,528,938,4,25,199.4294,174,5,,,,,,,,,,,,,,,,,
5,7,377,129,1,1,1711.264,89,0,,,,,,,,,,,,,,,,,
6,22,691,128,9,8,695.1247,291,8,,,,,,,,,,,,,,,,,
3,8,226,575,4,18,1296.841,220,22,,,,,,,,,,,,,,,,,
4,13,1318,302,4,7,1296.835,188,15,,,,,,,,,,,,,,,,,
7,14,360,236,5,18,119.2981,610,2,,,,,,,,,,,,,,,,,
1,3,79,455,2,16,53.70583,318,0,,,,,,,,,,,,,,,,,
5,7,385,152,1,1,270.9686,212,0,,,,,,,,,,,,,,,,,
7,5,143,88,2,4,137.7764,564,0,,,,,,,,,,,,,,,,,
3,7,332,462,3,114,1530.788,270,1,,,,,,,,,,,,,,,,,
7,5,143,89,2,4,120.9003,495,0,,,,,,,,,,,,,,,,,
17,56,15170,37,5,2,3309.33,947,0,,,,,,,,,,,,,,,,,
3,30,9903,421,1,1,1473.871,285,0,,,,,,,,,,,,,,,,,
8,17,1955,53,3,1,357.9392,147,0,,,,,,,,,,,,,,,,,
5,14,964,102,4,5,48.50333,480,15,,,,,,,,,,,,,,,,,
10,50,3658,134,9,1,1360.882,297,26,,,,,,,,,,,,,,,,,
4,7,195,4,2,1,1094.495,249,4,,,,,,,,,,,,,,,,,
4,14,447,84,7,5,1161.598,251,4,,,,,,,,,,,,,,,,,
4,10,322,119,4,9,139.7311,291,2,,,,,,,,,,,,,,,,,
3,12,293,3300,10,51,191.4606,98,0,,,,,,,,,,,,,,,,,
24,168,42512,223,15,2,2186.319,688,57,,,,,,,,,,,,,,,,,
8,10,408,96,4,4,988.9053,426,5,,,,,,,,,,,,,,,,,
3,4,358,6,1,1,0.339722,586,0,,,,,,,,,,,,,,,,,
2,4,445,6,1,1,1.901111,517,0,,,,,,,,,,,,,,,,,
5,10,588,351,2,1,547.3886,299,5,,,,,,,,,,,,,,,,,
1,4,100,101,3,3,1.620278,170,0,,,,,,,,,,,,,,,,,
3,11,292,246,5,2,241.6175,123,0,,,,,,,,,,,,,,,,,
6,36,10120,48,2,1,596.8956,348,5,,,,,,,,,,,,,,,,,
7,23,1002,214,7,4,22.83639,259,5,,,,,,,,,,,,,,,,,
2,8,229,145,4,3,149.9283,164,1,,,,,,,,,,,,,,,,,
2,9,244,219,5,2,149.6711,123,1,,,,,,,,,,,,,,,,,
3,10,257,482,5,2,149.9419,123,1,,,,,,,,,,,,,,,,,
2,5,112,117,3,2,142.7644,123,0,,,,,,,,,,,,,,,,,
2,4,91,280,2,2,144.3222,123,0,,,,,,,,,,,,,,,,,
2,3,95,347,1,4,0.315278,1199,0,,,,,,,,,,,,,,,,,
2,4,146,34,2,1,10.38028,267,0,,,,,,,,,,,,,,,,,
4,15,456,59,5,2,79.43778,288,15,,,,,,,,,,,,,,,,,
3,9,328,220,2,14,241.7458,189,2,,,,,,,,,,,,,,,,,
6,23,1880,407,7,19,165.0592,376,17,,,,,,,,,,,,,,,,,
9,18,649,2085,5,14,734.0325,68,0,,,,,,,,,,,,,,,,,
1,2,58,537,1,27,0.077222,129,0,,,,,,,,,,,,,,,,,
2,9,336,25,3,2,27.06833,836,1,,,,,,,,,,,,,,,,,
5,15,4211,843,4,1,790.7806,91,24,,,,,,,,,,,,,,,,,
5,7,806,144,1,2,169.1608,273,0,,,,,,,,,,,,,,,,,
5,11,514,88,4,1,1580.366,87,4,,,,,,,,,,,,,,,,,
2,4,105,322,1,4,163.7939,146,0,,,,,,,,,,,,,,,,,
3,9,2226,812,2,2,42.58639,192,0,,,,,,,,,,,,,,,,,
11,40,2598,168,11,1,16974.73,125,43,,,,,,,,,,,,,,,,,
1,3,124,280,2,1,0.299444,112,0,,,,,,,,,,,,,,,,,
2,3,84,424,1,1,164.18,101,0,,,,,,,,,,,,,,,,,
2,8,304,922,4,12,1678.977,423,4,,,,,,,,,,,,,,,,,
2,6,207,185,2,1,9.373611,292,0,,,,,,,,,,,,,,,,,
2,4,105,64,2,1,8.9725,251,0,,,,,,,,,,,,,,,,,
3,6,169,16,2,1,554.7297,349,2,,,,,,,,,,,,,,,,,
3,15,501,989,7,8,338.0303,202,20,,,,,,,,,,,,,,,,,
2,11,563,35,6,1,52.8125,281,0,,,,,,,,,,,,,,,,,
2,10,439,249,5,1,175.6719,503,0,,,,,,,,,,,,,,,,,
8,22,2951,103,1,4,113.3189,420,0,,,,,,,,,,,,,,,,,
4,5,255,5,1,1,532.8053,246,0,,,,,,,,,,,,,,,,,
3,7,211,2,2,1,526.8403,247,0,,,,,,,,,,,,,,,,,
7,23,1850,82,3,3,296.0881,1288,0,,,,,,,,,,,,,,,,,
2,2,58,92,1,4,13.45556,458,0,,,,,,,,,,,,,,,,,
2,3,104,92,1,4,13.09139,389,0,,,,,,,,,,,,,,,,,
4,15,799,94,6,4,314.4436,320,3,,,,,,,,,,,,,,,,,
5,28,3770,707,10,26,262.2778,191,24,,,,,,,,,,,,,,,,,
1,6,142,161,5,3,165.8403,127,0,,,,,,,,,,,,,,,,,
2,3,84,6,1,1,18.85056,166,0,,,,,,,,,,,,,,,,,
3,4,110,18,1,2,519.3414,351,0,,,,,,,,,,,,,,,,,
3,4,110,4,1,1,519.9008,349,0,,,,,,,,,,,,,,,,,
37,115,37257,15,4,1,2506.239,290,6,,,,,,,,,,,,,,,,,
4,6,171,648,2,6,444.0428,421,4,,,,,,,,,,,,,,,,,
4,9,230,40,2,2,262.5439,302,0,,,,,,,,,,,,,,,,,
4,8,1777,202,2,1,2612.481,472,0,,,,,,,,,,,,,,,,,
2,3,84,10,1,1,417.2789,349,0,,,,,,,,,,,,,,,,,
3,7,211,2,2,1,417.485,247,0,,,,,,,,,,,,,,,,,
5,8,230,86,3,4,422.3581,351,2,,,,,,,,,,,,,,,,,
5,17,8405,504,5,5,866.0717,279,16,,,,,,,,,,,,,,,,,
2,4,110,307,1,49,0.415,125,4,,,,,,,,,,,,,,,,,
11,19,1086,131,6,9,5402.368,273,6,,,,,,,,,,,,,,,,,
14,17,590,160,2,1,228.5069,526,3,,,,,,,,,,,,,,,,,
2,5,391,336,1,1,24.38556,169,0,,,,,,,,,,,,,,,,,
2,8,185,2337,4,154,1.339722,136,7,,,,,,,,,,,,,,,,,
7,13,568,550,5,21,97.72361,737,2,,,,,,,,,,,,,,,,,
2,8,478,556,4,5,309.1781,922,0,,,,,,,,,,,,,,,,,
7,18,11132,90,4,1,289.5844,128,4,,,,,,,,,,,,,,,,,
4,8,373,245,2,2,90.7125,231,0,,,,,,,,,,,,,,,,,
10,33,1818,38,9,1,7183.605,344,8,,,,,,,,,,,,,,,,,
4,5,117,288,2,3,22.46694,230,0,,,,,,,,,,,,,,,,,
5,8,289,271,1,1,44.75639,299,4,,,,,,,,,,,,,,,,,
8,14,1349,82,2,3,31.42667,1378,0,,,,,,,,,,,,,,,,,
9,23,2444,81,3,3,31.07583,1288,0,,,,,,,,,,,,,,,,,
4,12,5115,88,3,2,333.0656,246,0,,,,,,,,,,,,,,,,,
3,4,107,101,1,3,42.78222,531,0,,,,,,,,,,,,,,,,,
3,14,415,204,6,3,187.6097,406,5,,,,,,,,,,,,,,,,,
2,4,142,91,1,2,136.8197,248,0,,,,,,,,,,,,,,,,,
1,2,58,23,1,1,0.381111,111,0,,,,,,,,,,,,,,,,,
1,2,83,196,1,5,0.608611,701,0,,,,,,,,,,,,,,,,,
8,19,949,83,5,3,187.8733,116,0,,,,,,,,,,,,,,,,,
7,14,1515,194,6,2,74.0775,362,9,,,,,,,,,,,,,,,,,
9,30,3938,53,4,2,14.74972,492,3,,,,,,,,,,,,,,,,,
18,60,8261,109,5,4,1473.302,927,0,,,,,,,,,,,,,,,,,
3,4,110,10,1,1,219.9508,349,0,,,,,,,,,,,,,,,,,
2,3,84,16,1,1,219.5475,349,0,,,,,,,,,,,,,,,,,
3,4,110,10,1,1,219.0875,349,0,,,,,,,,,,,,,,,,,
3,4,110,8,1,1,219.1281,349,0,,,,,,,,,,,,,,,,,
3,4,110,26,1,1,219.1817,349,0,,,,,,,,,,,,,,,,,
3,4,110,28,1,2,219.1367,351,0,,,,,,,,,,,,,,,,,
3,4,110,2,1,1,218.5286,349,0,,,,,,,,,,,,,,,,,
3,4,110,6,1,1,218.4994,349,0,,,,,,,,,,,,,,,,,
3,4,110,4,1,2,217.9181,351,0,,,,,,,,,,,,,,,,,
2,26,5910,1172,6,3,527.5331,3773,21,,,,,,,,,,,,,,,,,
4,10,329,27,2,2,219.5431,277,0,,,,,,,,,,,,,,,,,
15,31,1094,97,8,2,332.5403,217,4,,,,,,,,,,,,,,,,,
3,5,131,492,2,15,1.306944,78,0,,,,,,,,,,,,,,,,,
6,30,1535,347,9,6,494.4022,426,12,,,,,,,,,,,,,,,,,
1,2,83,40,1,1,7.889444,195,0,,,,,,,,,,,,,,,,,
1,4,204,40,1,1,7.107778,126,0,,,,,,,,,,,,,,,,,
3,15,411,48,10,2,2446.307,95,3,,,,,,,,,,,,,,,,,
4,5,136,35,1,3,28.97306,258,0,,,,,,,,,,,,,,,,,
2,3,84,125,1,4,0.513056,94,0,,,,,,,,,,,,,,,,,
2,4,130,185,2,6,18.28389,309,0,,,,,,,,,,,,,,,,,
8,6,447,293,1,13,893.7753,308,0,,,,,,,,,,,,,,,,,
1,4,100,102,3,2,3.576389,84,0,,,,,,,,,,,,,,,,,
7,8,215,120,4,9,163.7364,277,0,,,,,,,,,,,,,,,,,
3,13,670,401,7,3,8917.721,258,0,,,,,,,,,,,,,,,,,
4,14,447,778,4,9,257.3228,408,12,,,,,,,,,,,,,,,,,
2,6,152,9,3,1,1.855278,91,0,,,,,,,,,,,,,,,,,
5,18,1132,32,8,1,2795.178,162,9,,,,,,,,,,,,,,,,,
2,3,84,13,1,1,7.978333,760,0,,,,,,,,,,,,,,,,,
2,4,105,98,2,15,5.947222,251,0,,,,,,,,,,,,,,,,,
5,38,1805,271,13,8,357.5106,366,22,,,,,,,,,,,,,,,,,
7,15,467,11,3,1,320.4136,108,0,,,,,,,,,,,,,,,,,
9,50,2277,152,28,3,1299.838,425,4,,,,,,,,,,,,,,,,,
6,13,353,34,3,2,27.48833,312,3,,,,,,,,,,,,,,,,,
5,12,781,549,3,16,239.4128,414,0,,,,,,,,,,,,,,,,,
3,13,1981,64,4,5,30.10222,154,0,,,,,,,,,,,,,,,,,
6,21,728,84,6,1,168.4314,125,11,,,,,,,,,,,,,,,,,
7,27,740,432,7,2,278.1153,72,35,,,,,,,,,,,,,,,,,
11,16,382,1521,8,11,83.82306,671,4,,,,,,,,,,,,,,,,,
11,14,675,624,5,8,337.8142,274,0,,,,,,,,,,,,,,,,,
14,22,1421,1932,9,14,337.6689,253,0,,,,,,,,,,,,,,,,,
3,7,275,10,1,2,53.95833,351,0,,,,,,,,,,,,,,,,,
3,6,152,26,1,3,53.89083,351,0,,,,,,,,,,,,,,,,,
3,4,110,6,1,1,49.96889,349,0,,,,,,,,,,,,,,,,,
17,22,1327,2068,14,16,335.1553,278,0,,,,,,,,,,,,,,,,,
14,6,284,0,3,13,18.14583,284,0,,,,,,,,,,,,,,,,,
3,4,110,34,1,2,49.78778,351,0,,,,,,,,,,,,,,,,,
3,4,110,30,1,1,53.06861,351,0,,,,,,,,,,,,,,,,,
3,4,110,18,1,4,53.17056,351,0,,,,,,,,,,,,,,,,,
4,6,157,10,1,1,53.23528,349,0,,,,,,,,,,,,,,,,,
3,4,110,16,1,2,53.27444,351,0,,,,,,,,,,,,,,,,,
14,10,388,1152,6,6,332.4025,284,0,,,,,,,,,,,,,,,,,
3,5,314,21,1,1,18.675,185,0,,,,,,,,,,,,,,,,,
14,17,543,602,6,8,330.6947,264,2,,,,,,,,,,,,,,,,,
18,13,396,567,9,6,318.87,255,0,,,,,,,,,,,,,,,,,
8,39,2047,1223,14,14,1325.092,190,31,,,,,,,,,,,,,,,,,
3,16,1072,226,4,1,335.81,194,6,,,,,,,,,,,,,,,,,
2,5,515,4,1,1,67.19083,349,0,,,,,,,,,,,,,,,,,
11,12,323,743,4,6,314.8233,264,0,,,,,,,,,,,,,,,,,
12,9,231,662,5,6,314.2603,252,0,,,,,,,,,,,,,,,,,
11,9,234,535,5,6,313.4486,263,0,,,,,,,,,,,,,,,,,
6,7,191,54,2,2,31.49306,351,1,,,,,,,,,,,,,,,,,
3,5,131,92,1,6,64.98111,334,0,,,,,,,,,,,,,,,,,
6,6,185,4,2,1,30.01861,256,0,,,,,,,,,,,,,,,,,
3,5,131,66,2,4,30.36139,351,0,,,,,,,,,,,,,,,,,
3,4,110,8,1,1,30.81806,349,0,,,,,,,,,,,,,,,,,
3,4,110,4,1,1,30.86167,349,0,,,,,,,,,,,,,,,,,
3,4,110,4,1,1,30.92472,332,0,,,,,,,,,,,,,,,,,
3,4,110,6,1,1,30.87972,349,0,,,,,,,,,,,,,,,,,
3,4,110,14,1,1,30.91306,349,0,,,,,,,,,,,,,,,,,
4,6,242,42,2,5,30.94333,351,0,,,,,,,,,,,,,,,,,
3,4,110,8,1,1,30.90972,349,0,,,,,,,,,,,,,,,,,
3,4,110,24,1,3,30.93472,351,0,,,,,,,,,,,,,,,,,
3,4,110,2,1,1,30.56306,349,0,,,,,,,,,,,,,,,,,
7,7,195,66,2,3,30.64417,351,2,,,,,,,,,,,,,,,,,
3,4,110,10,1,2,63.89167,351,0,,,,,,,,,,,,,,,,,
12,8,200,337,1,8,313.4969,243,0,,,,,,,,,,,,,,,,,
11,7,174,918,1,2,314.6811,242,0,,,,,,,,,,,,,,,,,
11,7,174,32,1,2,313.7922,236,0,,,,,,,,,,,,,,,,,
11,7,174,141,1,2,313.7581,240,0,,,,,,,,,,,,,,,,,
11,7,174,563,1,6,313.0703,234,0,,,,,,,,,,,,,,,,,
10,6,148,83,1,4,314.6958,232,0,,,,,,,,,,,,,,,,,
17,15,392,152,8,4,314.9103,240,0,,,,,,,,,,,,,,,,,
18,15,367,981,4,12,313.5742,237,0,,,,,,,,,,,,,,,,,
19,16,403,647,5,2,314.6925,242,0,,,,,,,,,,,,,,,,,
19,13,456,21,4,2,313.6369,244,0,,,,,,,,,,,,,,,,,
19,19,736,1219,7,34,459.6025,260,0,,,,,,,,,,,,,,,,,
18,19,523,236,4,8,459.1344,231,0,,,,,,,,,,,,,,,,,
19,14,482,180,5,6,313.0161,238,0,,,,,,,,,,,,,,,,,
15,15,397,129,4,2,313.7658,250,0,,,,,,,,,,,,,,,,,
4,6,157,8,1,1,63.76194,332,0,,,,,,,,,,,,,,,,,
7,8,260,4,3,1,63.83528,344,0,,,,,,,,,,,,,,,,,
3,4,110,2,1,1,63.87778,332,0,,,,,,,,,,,,,,,,,
18,15,477,533,6,6,313.1911,232,6,,,,,,,,,,,,,,,,,
13,9,221,671,2,8,310.5633,256,0,,,,,,,,,,,,,,,,,
13,9,221,724,2,10,310.4328,260,0,,,,,,,,,,,,,,,,,
13,8,215,207,3,2,310.8694,258,0,,,,,,,,,,,,,,,,,
18,10,329,130,3,4,309.8036,244,0,,,,,,,,,,,,,,,,,
14,12,339,27,5,2,297.6703,240,0,,,,,,,,,,,,,,,,,
18,18,660,1089,6,14,443.6456,245,0,,,,,,,,,,,,,,,,,
17,11,435,94,3,6,295.8414,248,0,,,,,,,,,,,,,,,,,
17,13,345,51,4,2,297.4833,256,0,,,,,,,,,,,,,,,,,
1,2,102,20,1,4,0.022778,87,0,,,,,,,,,,,,,,,,,
4,23,798,418,13,17,674.4661,186,0,,,,,,,,,,,,,,,,,
1,3,86,152,2,11,45.92556,272,0,,,,,,,,,,,,,,,,,
18,10,259,32,2,2,219.1006,238,0,,,,,,,,,,,,,,,,,
16,8,210,163,2,4,218.3422,237,0,,,,,,,,,,,,,,,,,
16,9,260,129,3,2,216.5017,236,0,,,,,,,,,,,,,,,,,
7,7,188,11,1,2,216.4475,231,0,,,,,,,,,,,,,,,,,
16,9,250,177,2,4,217.0142,236,0,,,,,,,,,,,,,,,,,
16,8,210,37,2,2,218.4033,244,0,,,,,,,,,,,,,,,,,
12,7,193,975,3,2,217.0169,240,0,,,,,,,,,,,,,,,,,
16,9,260,387,3,2,214.2842,242,0,,,,,,,,,,,,,,,,,
14,5,146,19,2,2,215.6494,256,0,,,,,,,,,,,,,,,,,
5,6,171,20,1,1,9.196111,154,0,,,,,,,,,,,,,,,,,
13,16,544,54,5,2,49.35111,306,7,,,,,,,,,,,,,,,,,
6,8,221,2,2,1,2.273056,115,0,,,,,,,,,,,,,,,,,
10,15,770,12,3,3,25.20639,214,1,,,,,,,,,,,,,,,,,
2,3,84,29,1,3,0.275,79,0,,,,,,,,,,,,,,,,,
3,5,112,198,2,15,1.535556,110,0,,,,,,,,,,,,,,,,,
1,2,103,177,1,23,0.362778,284,0,,,,,,,,,,,,,,,,,
4,6,241,7,1,1,336.6867,267,0,,,,,,,,,,,,,,,,,
4,5,245,33,1,1,336.6897,267,0,,,,,,,,,,,,,,,,,
10,35,3871,273,8,1,478.3508,201,32,,,,,,,,,,,,,,,,,
5,12,323,208,4,2,496.3739,318,0,,,,,,,,,,,,,,,,,
3,19,1510,8,7,2,704.1675,334,4,,,,,,,,,,,,,,,,,
1,4,151,66,2,6,39.19861,185,0,,,,,,,,,,,,,,,,,
1,7,270,383,5,19,6.595833,267,0,,,,,,,,,,,,,,,,,
2,3,84,85,1,1,165.0389,288,0,,,,,,,,,,,,,,,,,
1,2,58,8,1,1,4.149167,78,0,,,,,,,,,,,,,,,,,
3,4,96,2,1,1,281.135,267,0,,,,,,,,,,,,,,,,,
5,9,309,55,3,2,51.67278,691,4,,,,,,,,,,,,,,,,,
2,5,497,22,1,1,759.9928,435,0,,,,,,,,,,,,,,,,,
3,4,89,133,3,28,25.25972,333,0,,,,,,,,,,,,,,,,,
7,34,1670,207,18,1,1238.243,183,6,,,,,,,,,,,,,,,,,
4,17,496,122,9,4,1153.751,197,0,,,,,,,,,,,,,,,,,
5,34,1037,180,18,5,17633.77,273,12,,,,,,,,,,,,,,,,,
4,11,344,239,4,1,254.4328,356,2,,,,,,,,,,,,,,,,,
5,9,282,99,4,1,239.3561,339,0,,,,,,,,,,,,,,,,,
5,9,287,156,4,1,239.3536,364,0,,,,,,,,,,,,,,,,,
7,16,709,198,4,1,239.3497,359,14,,,,,,,,,,,,,,,,,
16,73,20144,18,7,4,1610.574,244,10,,,,,,,,,,,,,,,,,
4,16,410,354,6,5,219.4564,311,12,,,,,,,,,,,,,,,,,
5,19,664,371,7,8,244.705,307,19,,,,,,,,,,,,,,,,,
8,16,433,721,9,55,145.8978,815,0,,,,,,,,,,,,,,,,,
5,10,301,49,2,2,130.1178,501,4,,,,,,,,,,,,,,,,,
4,9,726,198,1,2,67.92028,181,3,,,,,,,,,,,,,,,,,
2,5,126,118,3,8,40.95639,287,0,,,,,,,,,,,,,,,,,
2,3,93,22,1,1,5.603611,323,0,,,,,,,,,,,,,,,,,
2,6,146,9,3,2,32.41083,365,1,,,,,,,,,,,,,,,,,
2,3,84,71,1,1,0.221667,84,0,,,,,,,,,,,,,,,,,
2,9,1245,2376,6,9,124.7169,225,0,,,,,,,,,,,,,,,,,
4,7,179,431,3,1,50.03667,169,12,,,,,,,,,,,,,,,,,
2,6,160,293,3,1,455.4197,102,1,,,,,,,,,,,,,,,,,
12,30,3487,95,5,4,1331.408,646,16,,,,,,,,,,,,,,,,,
4,11,335,45,5,3,103.0828,166,2,,,,,,,,,,,,,,,,,
4,22,983,320,9,5,148.1278,338,1,,,,,,,,,,,,,,,,,
1,3,79,86,2,2,1.7225,195,0,,,,,,,,,,,,,,,,,
11,21,660,153,13,30,259.7611,110,0,,,,,,,,,,,,,,,,,
3,5,184,7,1,1,17.12306,236,0,,,,,,,,,,,,,,,,,
3,7,175,616,3,11,286.9119,359,0,,,,,,,,,,,,,,,,,
4,9,609,612,4,11,290.0558,348,24,,,,,,,,,,,,,,,,,
3,10,946,232,1,4,51.74722,409,0,,,,,,,,,,,,,,,,,
6,13,662,97,2,1,576.0308,353,24,,,,,,,,,,,,,,,,,
5,20,6025,24,4,1,765.0211,168,2,,,,,,,,,,,,,,,,,
8,23,821,312,14,8,406.01,152,15,,,,,,,,,,,,,,,,,
3,29,932,3,19,1,184.1806,252,0,,,,,,,,,,,,,,,,,
4,17,6937,713,3,36,56.18306,527,0,,,,,,,,,,,,,,,,,
16,109,4330,670,71,23,4025.371,81,16,,,,,,,,,,,,,,,,,
4,11,866,31,2,2,40.80861,947,0,,,,,,,,,,,,,,,,,
11,25,1958,163,6,6,80.50556,1189,8,,,,,,,,,,,,,,,,,
13,19,706,26,5,8,1303.063,307,2,,,,,,,,,,,,,,,,,
11,24,909,54,6,10,1303.055,292,2,,,,,,,,,,,,,,,,,
16,28,2568,174,10,9,166.5761,459,12,,,,,,,,,,,,,,,,,
9,86,8112,741,15,7,1197.548,423,64,,,,,,,,,,,,,,,,,
4,9,257,42,3,3,16.61833,166,1,,,,,,,,,,,,,,,,,
4,5,590,14,1,2,100.6347,350,4,,,,,,,,,,,,,,,,,
21,47,4763,85,15,4,145.3089,350,14,,,,,,,,,,,,,,,,,
2,5,308,29,1,2,263.5628,93,2,,,,,,,,,,,,,,,,,
3,6,188,3401,3,16,0.613333,75,0,,,,,,,,,,,,,,,,,
4,29,835,378,11,6,471.1519,718,10,,,,,,,,,,,,,,,,,
10,99,19599,81,26,1,7739.026,87,100,,,,,,,,,,,,,,,,,
1,5,162,262,3,2,9.886111,190,0,,,,,,,,,,,,,,,,,
7,36,26095,283,11,4,1849.825,247,3,,,,,,,,,,,,,,,,,
7,49,27787,1686,13,23,1946.138,642,12,,,,,,,,,,,,,,,,,
4,15,402,196,8,11,140.8664,563,0,,,,,,,,,,,,,,,,,
16,47,2004,425,16,13,116.9878,417,7,,,,,,,,,,,,,,,,,
1,2,58,95,1,2,0.818611,231,0,,,,,,,,,,,,,,,,,
1,2,58,148,1,2,1.177778,219,0,,,,,,,,,,,,,,,,,
1,2,58,61,1,2,0.443889,237,0,,,,,,,,,,,,,,,,,
1,2,58,61,1,2,0.716944,262,0,,,,,,,,,,,,,,,,,
1,3,80,64,1,2,11.06417,191,0,,,,,,,,,,,,,,,,,
1,3,80,35,1,2,11.19194,187,0,,,,,,,,,,,,,,,,,
1,3,79,35,1,2,11.06694,203,0,,,,,,,,,,,,,,,,,
1,5,121,35,1,2,10.69944,203,0,,,,,,,,,,,,,,,,,
1,2,58,42,1,2,0.453056,199,0,,,,,,,,,,,,,,,,,
1,2,58,63,1,2,0.375833,208,0,,,,,,,,,,,,,,,,,
1,2,58,29,1,2,0.266389,183,0,,,,,,,,,,,,,,,,,
1,2,58,46,1,2,0.323611,183,0,,,,,,,,,,,,,,,,,
1,2,58,54,1,2,0.410833,183,0,,,,,,,,,,,,,,,,,
1,2,58,73,1,2,0.3575,217,0,,,,,,,,,,,,,,,,,
1,2,58,49,1,2,0.382778,193,0,,,,,,,,,,,,,,,,,
1,2,58,47,1,2,0.297778,190,0,,,,,,,,,,,,,,,,,
1,2,58,82,1,2,0.385278,189,0,,,,,,,,,,,,,,,,,
1,2,58,39,1,2,0.421389,195,0,,,,,,,,,,,,,,,,,
1,2,58,31,1,2,0.429722,193,0,,,,,,,,,,,,,,,,,
1,2,58,34,1,2,0.506944,187,0,,,,,,,,,,,,,,,,,
1,2,58,54,1,2,0.475556,182,0,,,,,,,,,,,,,,,,,
1,3,90,47,1,3,1.205833,154,0,,,,,,,,,,,,,,,,,
2,3,84,533,1,12,0.325556,86,0,,,,,,,,,,,,,,,,,
1,6,214,231,4,7,1055.863,212,2,,,,,,,,,,,,,,,,,
15,26,682,1463,11,30,169.2081,255,10,,,,,,,,,,,,,,,,,
1,4,126,351,2,7,1.508056,91,0,,,,,,,,,,,,,,,,,
4,8,213,79,3,3,116.7747,737,0,,,,,,,,,,,,,,,,,
2,3,84,138,1,2,16.33833,402,0,,,,,,,,,,,,,,,,,
1,4,100,125,3,2,8.858889,250,0,,,,,,,,,,,,,,,,,
4,16,2177,236,1,1,192.6564,437,0,,,,,,,,,,,,,,,,,
7,9,250,58,2,1,630.8117,184,2,,,,,,,,,,,,,,,,,
