reviewers,messages,len_messages,churn,revisions,files,duration,len_description,inline_comments,,,,,,,,,,,,,,,,,
4,15,763,297,7,4,246.0008,535,4,,,,,,,,,,,,,,,,,
6,23,6413,267,8,5,796.3614,500,13,,,,,,,,,,,,,,,,,
6,14,851,282,7,1,599.2183,238,5,,,,,,,,,,,,,,,,,
3,3,148,244,2,5,273.4683,310,1,,,,,,,,,,,,,,,,,
9,8,412,119,2,1,499.065,148,4,,,,,,,,,,,,,,,,,
5,13,847,1675,5,6,213.8897,203,7,,,,,,,,,,,,,,,,,
0,1,77,12,1,1,115.7769,212,0,,,,,,,,,,,,,,,,,
2,11,318,47,8,8,70.31917,580,1,,,,,,,,,,,,,,,,,
4,5,1179,12309,1,21,1.190278,220,0,,,,,,,,,,,,,,,,,
5,28,2002,37,11,3,0,328,16,,,,,,,,,,,,,,,,,
4,6,711,25,2,1,233.3,219,1,,,,,,,,,,,,,,,,,
3,4,261,85,1,5,587.1586,156,0,,,,,,,,,,,,,,,,,
3,4,415,56,1,1,388.8058,323,0,,,,,,,,,,,,,,,,,
3,6,1868,81,2,1,538.865,246,0,,,,,,,,,,,,,,,,,
0,1,82,510,1,5,13.5675,2774,0,,,,,,,,,,,,,,,,,
0,1,22,1594,1,22,0.475,499,0,,,,,,,,,,,,,,,,,
0,1,22,1372,1,1,0.552778,201,0,,,,,,,,,,,,,,,,,
0,1,22,1387,1,1,0.043333,201,0,,,,,,,,,,,,,,,,,
0,1,45,31,1,7,0.187778,264,0,,,,,,,,,,,,,,,,,
0,1,22,20,1,1,0.158056,91,0,,,,,,,,,,,,,,,,,
1,3,270,2799,1,9,26.79056,128,9,,,,,,,,,,,,,,,,,
3,3,390,84,2,8,212.5356,219,0,,,,,,,,,,,,,,,,,
4,13,5974,1047,1,18,0,1038,35,,,,,,,,,,,,,,,,,
7,28,3811,264,5,1,2884.359,343,22,,,,,,,,,,,,,,,,,
1,0,0,32,1,1,175.8144,199,0,,,,,,,,,,,,,,,,,
3,9,1096,484,3,7,8164.379,449,5,,,,,,,,,,,,,,,,,
1,3,465,189,1,6,5.770278,1022,0,,,,,,,,,,,,,,,,,
0,2,90,37,1,1,0,118,0,,,,,,,,,,,,,,,,,
0,1,22,23,1,5,2.271944,171,0,,,,,,,,,,,,,,,,,
0,1,22,23,1,5,0.318611,123,0,,,,,,,,,,,,,,,,,
0,1,22,40,1,5,0.316944,87,0,,,,,,,,,,,,,,,,,
0,1,22,9,1,1,0.314167,150,0,,,,,,,,,,,,,,,,,
0,1,22,14,1,3,0.313056,122,0,,,,,,,,,,,,,,,,,
3,7,404,505,1,9,0,202,6,,,,,,,,,,,,,,,,,
1,2,43,108,2,2,0,109,0,,,,,,,,,,,,,,,,,
0,2,30,184,1,8,0.013889,97,0,,,,,,,,,,,,,,,,,
0,12,379,477,10,22,2.833889,235,0,,,,,,,,,,,,,,,,,
10,39,10207,45,3,1,165.9172,185,2,,,,,,,,,,,,,,,,,
1,2,42,55,3,5,240.1419,248,0,,,,,,,,,,,,,,,,,
4,15,1645,1522,4,16,1375.342,349,2,,,,,,,,,,,,,,,,,
3,6,2213,90,4,2,634.3247,499,4,,,,,,,,,,,,,,,,,
3,4,936,211,1,3,2299.643,1340,5,,,,,,,,,,,,,,,,,
2,3,860,459,1,6,251.8694,300,0,,,,,,,,,,,,,,,,,
0,1,22,1,1,1,1.153611,575,0,,,,,,,,,,,,,,,,,
0,1,80,112,1,1,183.3433,311,0,,,,,,,,,,,,,,,,,
2,4,606,260,1,9,25.23361,449,3,,,,,,,,,,,,,,,,,
5,2,88,224,2,8,46.61056,571,0,,,,,,,,,,,,,,,,,
2,4,252,416,2,3,6.226389,921,0,,,,,,,,,,,,,,,,,
1,3,147,129,1,1,24.4275,82,0,,,,,,,,,,,,,,,,,
1,5,198,197,3,3,0,282,3,,,,,,,,,,,,,,,,,
3,5,380,10,2,1,246.8636,353,3,,,,,,,,,,,,,,,,,
5,24,3532,930,8,12,947.7139,872,31,,,,,,,,,,,,,,,,,
4,15,2641,62,3,1,212.2583,250,4,,,,,,,,,,,,,,,,,
3,12,5715,19,2,1,0,126,0,,,,,,,,,,,,,,,,,
5,7,806,64,1,5,2.386944,220,0,,,,,,,,,,,,,,,,,
8,29,1440,109,10,12,1434.795,520,0,,,,,,,,,,,,,,,,,
7,27,1435,169,11,7,1434.796,459,0,,,,,,,,,,,,,,,,,
7,26,1178,18,9,2,1434.795,371,2,,,,,,,,,,,,,,,,,
5,25,1576,33,10,5,1434.794,356,4,,,,,,,,,,,,,,,,,
5,24,1278,23,10,3,1434.794,263,2,,,,,,,,,,,,,,,,,
4,16,578,189,8,2,1023.468,566,0,,,,,,,,,,,,,,,,,
6,21,1008,146,8,4,1357.818,281,0,,,,,,,,,,,,,,,,,
4,16,3029,7,10,1,0,566,0,,,,,,,,,,,,,,,,,
5,14,1230,303,4,1,651.8375,193,3,,,,,,,,,,,,,,,,,
1,5,212,62,4,9,204.1856,102,0,,,,,,,,,,,,,,,,,
0,1,39,23,1,3,7.965278,102,0,,,,,,,,,,,,,,,,,
4,7,583,1738,2,53,19.86667,5580,0,,,,,,,,,,,,,,,,,
2,3,568,392,1,26,61.91028,204,15,,,,,,,,,,,,,,,,,
0,0,0,353,1,14,0.023333,131,0,,,,,,,,,,,,,,,,,
0,1,28,1126,1,13,0.009167,1878,0,,,,,,,,,,,,,,,,,
0,1,37,197,1,1,0.079167,85,0,,,,,,,,,,,,,,,,,
1,10,1589,37,5,3,1458.678,124,0,,,,,,,,,,,,,,,,,
2,5,1098,803,1,10,26354.6,89,0,,,,,,,,,,,,,,,,,
1,3,555,16,1,6,3316.034,140,3,,,,,,,,,,,,,,,,,
0,4,124,264,3,11,24.01639,87,0,,,,,,,,,,,,,,,,,
7,14,492,118,7,7,594.7892,394,7,,,,,,,,,,,,,,,,,
2,9,333,47,4,4,4600.844,445,1,,,,,,,,,,,,,,,,,
0,3,70,76,2,9,310.3283,103,0,,,,,,,,,,,,,,,,,
2,6,355,398,2,3,645.1217,95,0,,,,,,,,,,,,,,,,,
1,10,303,942,6,33,2925.278,271,0,,,,,,,,,,,,,,,,,
1,5,198,63,3,3,21.63583,291,0,,,,,,,,,,,,,,,,,
6,4,165,222,2,1,4.485556,219,0,,,,,,,,,,,,,,,,,
20,95,39556,126,13,4,35376.05,239,104,,,,,,,,,,,,,,,,,
13,51,9663,3149,9,30,8048.928,155,6,,,,,,,,,,,,,,,,,
1,57,1614,622,46,11,248.1581,85,17,,,,,,,,,,,,,,,,,
0,2,30,49,1,1,4.195,83,0,,,,,,,,,,,,,,,,,
6,13,3240,2,4,1,5056.843,138,4,,,,,,,,,,,,,,,,,
0,4,72,269,3,1,17.58806,85,0,,,,,,,,,,,,,,,,,
2,35,2915,287,9,2,34612.99,111,16,,,,,,,,,,,,,,,,,
4,9,470,196,2,1,6910.511,1231,1,,,,,,,,,,,,,,,,,
5,20,10305,72,6,3,26060.38,148,1,,,,,,,,,,,,,,,,,
12,26,10283,154,7,3,26898.61,411,4,,,,,,,,,,,,,,,,,
0,3,110,28,1,1,29402.35,406,0,,,,,,,,,,,,,,,,,
0,5,93,160,4,2,246.0547,245,0,,,,,,,,,,,,,,,,,
8,9,605,139,5,9,24348.13,193,0,,,,,,,,,,,,,,,,,
8,13,5013,187,1,1,363.1231,122,1,,,,,,,,,,,,,,,,,
9,13,11654,287,1,3,1990.133,530,0,,,,,,,,,,,,,,,,,
6,10,1777,174,1,1,13486.28,231,0,,,,,,,,,,,,,,,,,
3,11,374,246,6,3,3551.246,229,0,,,,,,,,,,,,,,,,,
1,5,98,68,3,1,11403.49,334,0,,,,,,,,,,,,,,,,,
5,28,4024,70,13,1,3967.46,282,0,,,,,,,,,,,,,,,,,
11,27,6239,22,3,1,5740.756,378,21,,,,,,,,,,,,,,,,,
6,16,943,161,5,1,6237.025,743,3,,,,,,,,,,,,,,,,,
3,7,281,1416,5,6,523.9847,421,3,,,,,,,,,,,,,,,,,
1,4,74,83,2,2,164.5825,236,0,,,,,,,,,,,,,,,,,
3,7,202,542,3,5,20.01944,206,4,,,,,,,,,,,,,,,,,
3,8,243,192,3,1,28728.44,86,6,,,,,,,,,,,,,,,,,
1,4,239,621,2,1,5972.381,227,0,,,,,,,,,,,,,,,,,
13,79,15844,58,14,1,20903.73,188,8,,,,,,,,,,,,,,,,,
11,19,761,2490,10,22,3256.798,613,12,,,,,,,,,,,,,,,,,
0,2,30,185,1,7,5.695556,147,0,,,,,,,,,,,,,,,,,
0,3,51,33,2,2,573.9728,68,0,,,,,,,,,,,,,,,,,
3,7,171,26,1,2,574.0483,68,5,,,,,,,,,,,,,,,,,
5,5,1171,381,1,7,5088.802,664,0,,,,,,,,,,,,,,,,,
15,66,19132,44,8,2,457.8319,349,15,,,,,,,,,,,,,,,,,
1,44,1161,394,41,15,22628.99,84,4,,,,,,,,,,,,,,,,,
5,7,1172,10,1,1,795.3158,206,3,,,,,,,,,,,,,,,,,
0,2,30,67,1,6,0.055833,82,0,,,,,,,,,,,,,,,,,
3,4,857,42,1,9,10930.59,238,0,,,,,,,,,,,,,,,,,
2,22,604,94,20,3,1985.561,503,0,,,,,,,,,,,,,,,,,
4,10,3898,337,2,5,49.79306,811,0,,,,,,,,,,,,,,,,,
10,28,2571,83,7,6,9390.064,457,18,,,,,,,,,,,,,,,,,
3,7,444,306,2,3,40461.52,147,0,,,,,,,,,,,,,,,,,
6,14,419,44,4,4,1153.638,167,7,,,,,,,,,,,,,,,,,
0,6,353,4,4,1,27219.1,199,0,,,,,,,,,,,,,,,,,
2,13,1687,222,5,5,49910.56,184,0,,,,,,,,,,,,,,,,,
2,5,577,8,2,1,34282.67,403,2,,,,,,,,,,,,,,,,,
3,17,4058,154,6,5,29278.25,421,0,,,,,,,,,,,,,,,,,
0,2,63,124,1,2,1.327222,75,0,,,,,,,,,,,,,,,,,
0,2,30,5,1,1,6482.528,271,0,,,,,,,,,,,,,,,,,
0,2,30,77,1,1,0.620556,90,0,,,,,,,,,,,,,,,,,
5,9,506,12,2,2,28122.76,253,0,,,,,,,,,,,,,,,,,
0,2,87,3829,1,24,1.358333,597,0,,,,,,,,,,,,,,,,,
1,7,328,133,3,4,4002.904,561,0,,,,,,,,,,,,,,,,,
1,4,103,598,1,2,1061.28,238,0,,,,,,,,,,,,,,,,,
14,70,21798,96,9,1,1532.551,492,9,,,,,,,,,,,,,,,,,
1,4,88,58,2,1,3332.216,239,0,,,,,,,,,,,,,,,,,
2,15,679,763,13,7,4005.861,79,0,,,,,,,,,,,,,,,,,
2,16,794,458,13,3,3862.103,117,0,,,,,,,,,,,,,,,,,
5,8,981,500,3,3,23941.24,680,2,,,,,,,,,,,,,,,,,
0,2,30,13,1,1,0.029167,84,0,,,,,,,,,,,,,,,,,
1,4,901,1,1,2,30.4,202,0,,,,,,,,,,,,,,,,,
3,13,1800,0,8,1,31.65028,202,2,,,,,,,,,,,,,,,,,
1,3,730,1,1,2,30.37361,202,0,,,,,,,,,,,,,,,,,
2,3,69,12,1,4,2851.942,363,1,,,,,,,,,,,,,,,,,
7,10,4684,499,1,4,1200.574,313,2,,,,,,,,,,,,,,,,,
2,12,658,101,4,2,44.50694,295,0,,,,,,,,,,,,,,,,,
0,10,228,498,9,6,593.7428,111,0,,,,,,,,,,,,,,,,,
0,3,140,26,1,1,1336.586,170,0,,,,,,,,,,,,,,,,,
0,3,140,26,1,1,1336.583,177,0,,,,,,,,,,,,,,,,,
0,3,140,40,1,1,1336.58,182,0,,,,,,,,,,,,,,,,,
0,3,140,26,1,1,1336.577,181,0,,,,,,,,,,,,,,,,,
0,3,140,26,1,1,1336.574,168,0,,,,,,,,,,,,,,,,,
0,3,140,30,1,1,1336.568,170,0,,,,,,,,,,,,,,,,,
0,3,140,138,1,1,1336.564,187,0,,,,,,,,,,,,,,,,,
0,3,140,27,1,1,1336.558,172,0,,,,,,,,,,,,,,,,,
0,3,140,31,1,1,1336.555,183,0,,,,,,,,,,,,,,,,,
0,3,140,30,1,1,1336.54,172,0,,,,,,,,,,,,,,,,,
0,3,140,35,1,1,1336.529,174,0,,,,,,,,,,,,,,,,,
0,3,140,26,1,1,1336.526,172,0,,,,,,,,,,,,,,,,,
0,3,140,30,1,1,1336.523,166,0,,,,,,,,,,,,,,,,,
0,3,140,27,1,1,1336.519,184,0,,,,,,,,,,,,,,,,,
0,3,140,30,1,1,1336.516,172,0,,,,,,,,,,,,,,,,,
0,3,140,45,1,1,1336.51,179,0,,,,,,,,,,,,,,,,,
0,3,140,29,1,1,1336.507,172,0,,,,,,,,,,,,,,,,,
0,3,140,32,1,1,1336.504,180,0,,,,,,,,,,,,,,,,,
0,3,140,32,1,1,1336.501,182,0,,,,,,,,,,,,,,,,,
0,3,140,35,1,1,1336.498,179,0,,,,,,,,,,,,,,,,,
0,3,140,27,1,1,1336.495,181,0,,,,,,,,,,,,,,,,,
0,3,140,37,1,1,1336.492,177,0,,,,,,,,,,,,,,,,,
0,3,140,30,1,1,1336.489,178,0,,,,,,,,,,,,,,,,,
0,3,140,27,1,1,1336.486,175,0,,,,,,,,,,,,,,,,,
0,3,140,39,1,1,1336.475,190,0,,,,,,,,,,,,,,,,,
1,4,179,35,1,1,1336.458,182,1,,,,,,,,,,,,,,,,,
3,9,273,53,7,2,25.00472,520,0,,,,,,,,,,,,,,,,,
9,20,2325,58,5,4,1372.896,1545,12,,,,,,,,,,,,,,,,,
0,3,110,62,1,3,16050.99,78,0,,,,,,,,,,,,,,,,,
0,5,223,408,1,4,262.6486,119,0,,,,,,,,,,,,,,,,,
7,12,793,155,4,2,8422.422,210,9,,,,,,,,,,,,,,,,,
1,2,46,3149,1,30,0.033333,155,0,,,,,,,,,,,,,,,,,
0,5,104,351,3,7,4228.776,199,0,,,,,,,,,,,,,,,,,
2,8,362,79,2,2,11041.77,274,4,,,,,,,,,,,,,,,,,
1,16,4079,886,5,20,162.1953,1011,68,,,,,,,,,,,,,,,,,
10,51,11677,71,7,1,1082.175,277,0,,,,,,,,,,,,,,,,,
1,9,276,20,5,1,8296.718,452,0,,,,,,,,,,,,,,,,,
2,5,1145,97,2,2,8905.268,866,0,,,,,,,,,,,,,,,,,
2,23,649,1352,20,25,3024.264,628,0,,,,,,,,,,,,,,,,,
6,15,431,385,8,3,1680.994,920,19,,,,,,,,,,,,,,,,,
2,4,615,1,1,1,5026.396,135,0,,,,,,,,,,,,,,,,,
4,17,9345,192,3,3,4998.744,417,0,,,,,,,,,,,,,,,,,
1,2,30,177,1,3,243.2483,545,0,,,,,,,,,,,,,,,,,
5,18,3876,148,5,9,31325.85,485,6,,,,,,,,,,,,,,,,,
8,38,2851,16,14,2,40898.26,289,11,,,,,,,,,,,,,,,,,
8,19,7680,903,3,2,12245.44,336,16,,,,,,,,,,,,,,,,,
9,30,10353,85,3,2,12245.44,291,11,,,,,,,,,,,,,,,,,
1,5,181,4039,3,69,4149.584,426,3,,,,,,,,,,,,,,,,,
0,7,167,176,6,3,2319.568,191,0,,,,,,,,,,,,,,,,,
14,9,427,39,5,3,124.5183,502,2,,,,,,,,,,,,,,,,,
1,3,206,42,1,1,19.63694,102,0,,,,,,,,,,,,,,,,,
2,10,385,76,4,2,24370.48,146,1,,,,,,,,,,,,,,,,,
3,12,768,92,4,2,24370.48,134,3,,,,,,,,,,,,,,,,,
4,15,1453,40,6,1,16617.38,283,2,,,,,,,,,,,,,,,,,
1,5,463,380,2,1,8584.584,115,1,,,,,,,,,,,,,,,,,
0,5,121,19,1,2,41.76306,186,1,,,,,,,,,,,,,,,,,
0,2,30,4,1,1,0.436944,96,0,,,,,,,,,,,,,,,,,
2,5,289,123,3,1,7722.019,94,2,,,,,,,,,,,,,,,,,
0,2,121,604,1,1,76.88361,356,0,,,,,,,,,,,,,,,,,
0,2,112,40,1,1,66.42194,300,0,,,,,,,,,,,,,,,,,
38,60,20633,41,2,2,235.1525,264,4,,,,,,,,,,,,,,,,,
4,8,748,36,2,1,1000.349,811,5,,,,,,,,,,,,,,,,,
1,4,145,100,1,2,118.3478,121,2,,,,,,,,,,,,,,,,,
8,57,4960,225,30,12,2176.351,101,56,,,,,,,,,,,,,,,,,
4,16,605,363,10,1,1105.238,181,14,,,,,,,,,,,,,,,,,
3,11,757,739,4,2,3702.093,1282,11,,,,,,,,,,,,,,,,,
5,25,4562,202,8,2,27232.45,1461,2,,,,,,,,,,,,,,,,,
2,7,473,3055,4,41,4920.156,2075,0,,,,,,,,,,,,,,,,,
20,87,25186,109,16,14,5018.952,405,25,,,,,,,,,,,,,,,,,
0,2,30,340,1,5,3774.744,103,0,,,,,,,,,,,,,,,,,
1,9,3986,552,4,3,5084.026,95,0,,,,,,,,,,,,,,,,,
3,16,2543,2,2,2,455.8917,147,0,,,,,,,,,,,,,,,,,
2,10,2860,0,3,1,141.3392,143,0,,,,,,,,,,,,,,,,,
2,7,2541,0,2,1,141.3736,139,0,,,,,,,,,,,,,,,,,
2,7,2541,0,2,1,141.4053,145,0,,,,,,,,,,,,,,,,,
4,8,161,34,1,2,3599.906,187,2,,,,,,,,,,,,,,,,,
1,3,53,1411,1,26,1678.041,140,0,,,,,,,,,,,,,,,,,
4,21,854,668,6,8,15775.25,115,9,,,,,,,,,,,,,,,,,
3,10,4290,42,3,8,1443.522,320,0,,,,,,,,,,,,,,,,,
8,18,1150,380,4,8,13558.65,573,31,,,,,,,,,,,,,,,,,
4,13,460,65,3,1,2591.443,321,4,,,,,,,,,,,,,,,,,
3,5,407,28,1,2,14350.17,475,1,,,,,,,,,,,,,,,,,
0,7,284,68,5,1,6334.311,334,0,,,,,,,,,,,,,,,,,
2,10,375,41,4,1,121.0453,108,4,,,,,,,,,,,,,,,,,
2,6,475,13,2,1,2568.731,383,4,,,,,,,,,,,,,,,,,
2,5,370,129,1,2,15260.91,75,0,,,,,,,,,,,,,,,,,
4,5,1116,6507,1,13,5509.363,312,0,,,,,,,,,,,,,,,,,
5,19,880,12,9,2,5625.789,98,4,,,,,,,,,,,,,,,,,
2,7,1175,11,2,2,6374.53,312,3,,,,,,,,,,,,,,,,,
5,8,1139,529,2,2,36.83,190,0,,,,,,,,,,,,,,,,,
20,94,24811,11,8,1,9714.002,163,13,,,,,,,,,,,,,,,,,
63,236,87151,173,11,30,13735.57,583,13,,,,,,,,,,,,,,,,,
2,4,270,503,1,5,71.40417,554,0,,,,,,,,,,,,,,,,,
2,8,448,293,3,6,166.2978,474,6,,,,,,,,,,,,,,,,,
2,9,585,228,2,1,553.71,153,7,,,,,,,,,,,,,,,,,
0,2,30,1,1,1,623.4561,78,0,,,,,,,,,,,,,,,,,
0,2,30,89,1,1,1.434444,105,0,,,,,,,,,,,,,,,,,
0,2,103,2,1,1,0.356389,722,0,,,,,,,,,,,,,,,,,
2,5,234,36,2,1,9863.571,87,0,,,,,,,,,,,,,,,,,
3,9,339,95,2,3,6201.804,207,7,,,,,,,,,,,,,,,,,
4,13,585,67,5,1,3873.893,96,0,,,,,,,,,,,,,,,,,
5,7,1689,0,1,0,78.41444,150,0,,,,,,,,,,,,,,,,,
3,36,2174,289,25,3,6071.511,554,12,,,,,,,,,,,,,,,,,
6,18,5394,262,6,4,2718.361,401,1,,,,,,,,,,,,,,,,,
2,6,742,2878,3,14,71.6825,105,6,,,,,,,,,,,,,,,,,
2,6,250,13,2,1,4610.408,136,0,,,,,,,,,,,,,,,,,
1,3,566,152,1,2,22.62917,461,0,,,,,,,,,,,,,,,,,
2,12,403,51,8,1,12718.72,270,4,,,,,,,,,,,,,,,,,
0,10,340,353,7,1,12736.54,757,1,,,,,,,,,,,,,,,,,
0,2,30,173,1,6,7630.948,321,0,,,,,,,,,,,,,,,,,
3,14,892,913,7,20,16685.14,89,0,,,,,,,,,,,,,,,,,
9,9,637,193,2,1,29039.86,156,12,,,,,,,,,,,,,,,,,
1,4,156,60,1,6,10105.09,155,0,,,,,,,,,,,,,,,,,
51,148,49649,2714,8,22,9082.773,335,0,,,,,,,,,,,,,,,,,
1,5,587,289,2,4,208.6417,324,0,,,,,,,,,,,,,,,,,
1,10,708,1014,6,12,1023.273,648,0,,,,,,,,,,,,,,,,,
2,8,629,33,3,4,1875.144,330,4,,,,,,,,,,,,,,,,,
0,8,606,255,7,2,317.8911,404,0,,,,,,,,,,,,,,,,,
2,5,2442,202,1,3,2156.431,601,0,,,,,,,,,,,,,,,,,
0,2,55,52,1,1,0.044444,192,0,,,,,,,,,,,,,,,,,
1,4,144,176,2,3,4.386111,319,0,,,,,,,,,,,,,,,,,
1,3,541,165,1,2,1056.821,337,0,,,,,,,,,,,,,,,,,
1,3,75,808,1,18,1244.241,181,0,,,,,,,,,,,,,,,,,
2,7,184,567,3,4,6146.645,79,3,,,,,,,,,,,,,,,,,
3,20,2394,128,4,27,4157.136,168,29,,,,,,,,,,,,,,,,,
2,5,203,225,1,6,6579.042,265,0,,,,,,,,,,,,,,,,,
1,8,131,239,3,7,77.89694,256,0,,,,,,,,,,,,,,,,,
0,2,30,44,1,2,90.67806,137,0,,,,,,,,,,,,,,,,,
3,7,242,14,1,1,1774.725,89,11,,,,,,,,,,,,,,,,,
0,2,654,1884,1,21,71.67889,534,0,,,,,,,,,,,,,,,,,
0,7,165,1398,6,8,718.6356,235,0,,,,,,,,,,,,,,,,,
14,181,25475,130,33,2,5304.026,479,39,,,,,,,,,,,,,,,,,
3,8,693,648,2,5,94.62444,233,0,,,,,,,,,,,,,,,,,
0,3,91,634,2,6,21.27778,192,0,,,,,,,,,,,,,,,,,
1,2,68,131,1,6,2905.75,827,0,,,,,,,,,,,,,,,,,
0,2,30,164,1,1,50.86583,164,0,,,,,,,,,,,,,,,,,
4,29,1232,36,13,4,796.1156,105,9,,,,,,,,,,,,,,,,,
1,6,129,201,3,1,1314.631,240,0,,,,,,,,,,,,,,,,,
4,6,1043,456,1,1,499.4356,138,0,,,,,,,,,,,,,,,,,
2,4,945,335,2,1,274.1483,391,0,,,,,,,,,,,,,,,,,
0,6,114,48,5,2,148.4939,317,0,,,,,,,,,,,,,,,,,
11,28,3383,353,4,12,15148.26,262,5,,,,,,,,,,,,,,,,,
3,9,218,480,6,24,11190.53,424,1,,,,,,,,,,,,,,,,,
3,6,381,10,2,5,6792.452,214,0,,,,,,,,,,,,,,,,,
51,192,65459,1259,7,7,5287.505,158,33,,,,,,,,,,,,,,,,,
0,2,85,69,1,2,26.71111,617,0,,,,,,,,,,,,,,,,,
1,4,106,696,2,1,814.7294,101,0,,,,,,,,,,,,,,,,,
1,13,1929,250,9,16,622.3922,221,0,,,,,,,,,,,,,,,,,
7,81,10075,603,23,4,9798.208,108,63,,,,,,,,,,,,,,,,,
1,4,209,9,2,2,2.018333,226,0,,,,,,,,,,,,,,,,,
2,6,186,223,3,1,13587.79,124,2,,,,,,,,,,,,,,,,,
0,2,30,131,1,5,2106.387,145,0,,,,,,,,,,,,,,,,,
1,2,30,188,1,1,2106.383,101,0,,,,,,,,,,,,,,,,,
4,15,2851,203,4,2,3696.421,104,0,,,,,,,,,,,,,,,,,
2,91,11658,253,8,3,530.9378,219,0,,,,,,,,,,,,,,,,,
4,15,2598,202,2,3,6476.879,664,35,,,,,,,,,,,,,,,,,
1,10,560,33,5,5,11001.31,155,8,,,,,,,,,,,,,,,,,
2,7,290,300,4,5,75.91278,457,1,,,,,,,,,,,,,,,,,
3,5,1852,53,1,1,138.4408,133,0,,,,,,,,,,,,,,,,,
2,6,2698,528,2,2,89.30194,758,0,,,,,,,,,,,,,,,,,
7,6,317,148,3,2,15.35556,408,0,,,,,,,,,,,,,,,,,
1,2,74,202,1,3,16.30528,190,0,,,,,,,,,,,,,,,,,
4,6,1304,307,1,7,2.553333,227,0,,,,,,,,,,,,,,,,,
1,2,147,401,1,3,3.833333,432,0,,,,,,,,,,,,,,,,,
0,2,41,114,1,1,9579.612,85,0,,,,,,,,,,,,,,,,,
11,24,6806,431,4,12,596.8606,394,13,,,,,,,,,,,,,,,,,
0,2,30,52,1,2,7288.697,90,0,,,,,,,,,,,,,,,,,
4,7,255,392,1,3,52.15972,366,2,,,,,,,,,,,,,,,,,
6,13,3512,274,2,2,3026.175,346,0,,,,,,,,,,,,,,,,,
6,24,1601,100,5,10,188.8544,419,11,,,,,,,,,,,,,,,,,
0,2,30,41,1,1,0.019722,82,0,,,,,,,,,,,,,,,,,
4,25,937,999,20,2,10079.27,579,11,,,,,,,,,,,,,,,,,
4,20,957,92,15,1,9741.553,286,4,,,,,,,,,,,,,,,,,
9,17,551,367,9,1,7560.297,262,4,,,,,,,,,,,,,,,,,
1,3,82,836,2,5,3623.012,140,0,,,,,,,,,,,,,,,,,
0,4,114,213,3,3,66.56694,406,0,,,,,,,,,,,,,,,,,
6,9,578,484,4,3,2730.183,139,11,,,,,,,,,,,,,,,,,
8,42,4211,58,22,1,2784.42,231,14,,,,,,,,,,,,,,,,,
4,16,407,391,5,10,767.5128,385,11,,,,,,,,,,,,,,,,,
47,162,44959,12968,6,15,12399.52,1280,0,,,,,,,,,,,,,,,,,
4,14,827,814,5,20,194.7814,213,7,,,,,,,,,,,,,,,,,
2,8,389,231,3,5,9819.743,642,0,,,,,,,,,,,,,,,,,
1,2,30,2,1,1,0.231389,115,0,,,,,,,,,,,,,,,,,
2,5,1010,12,1,2,254.2939,333,2,,,,,,,,,,,,,,,,,
3,8,2136,7,2,1,277.4958,448,2,,,,,,,,,,,,,,,,,
2,18,5187,181,8,9,274.6417,436,4,,,,,,,,,,,,,,,,,
4,9,1204,66,2,4,268.1169,327,4,,,,,,,,,,,,,,,,,
16,43,10860,45,6,2,836.6203,257,5,,,,,,,,,,,,,,,,,
0,2,30,470,1,9,337.0972,301,0,,,,,,,,,,,,,,,,,
8,5,199,960,3,10,551.6489,597,0,,,,,,,,,,,,,,,,,
2,4,881,24,1,2,47.74278,295,0,,,,,,,,,,,,,,,,,
2,5,625,106,1,1,346.1481,246,4,,,,,,,,,,,,,,,,,
4,3,1243,13,1,4,4001.095,148,0,,,,,,,,,,,,,,,,,
0,4,72,764,3,5,179.7019,94,1,,,,,,,,,,,,,,,,,
3,6,801,10,1,1,43.78667,155,0,,,,,,,,,,,,,,,,,
2,25,4404,244,12,2,436.1506,249,12,,,,,,,,,,,,,,,,,
4,16,6373,614,3,10,896.9658,309,17,,,,,,,,,,,,,,,,,
4,13,6176,69,3,3,2773.501,196,1,,,,,,,,,,,,,,,,,
1,6,191,19,4,1,4293.735,560,0,,,,,,,,,,,,,,,,,
5,16,1775,319,8,5,6309.604,587,3,,,,,,,,,,,,,,,,,
3,36,6215,42,20,1,640.1453,347,23,,,,,,,,,,,,,,,,,
2,4,502,167,1,2,523.105,306,0,,,,,,,,,,,,,,,,,
1,5,630,90,2,2,6950.758,83,0,,,,,,,,,,,,,,,,,
1,10,1033,186,5,2,6999.224,86,0,,,,,,,,,,,,,,,,,
6,4,93,35,3,2,3202.406,347,0,,,,,,,,,,,,,,,,,
4,9,1555,163,2,11,8672.879,998,0,,,,,,,,,,,,,,,,,
1,3,100,108,1,3,7485.731,74,0,,,,,,,,,,,,,,,,,
5,8,238,284,5,3,656.8061,126,1,,,,,,,,,,,,,,,,,
5,21,1275,132,10,3,1008.655,289,9,,,,,,,,,,,,,,,,,
7,21,544,67,13,1,1105.277,416,16,,,,,,,,,,,,,,,,,
6,12,3852,560,5,52,1787.706,142,2,,,,,,,,,,,,,,,,,
1,13,650,1036,4,44,6192.529,74,0,,,,,,,,,,,,,,,,,
1,3,270,623,1,2,5261.137,272,13,,,,,,,,,,,,,,,,,
15,87,21021,939,10,4,5259.581,2537,19,,,,,,,,,,,,,,,,,
2,5,157,3,1,1,383.1792,74,1,,,,,,,,,,,,,,,,,
